sample	CMS	phenotype	images.per.sample	cells.count.sum	cells.count.median	cells.count.mean	group	category
NIC12	CMS1	CD57+_D2-40+_fibroblasts	3	10	2	3.33333333333333	Fibroblasts	CD57+_fibroblasts
NIC12	CMS1	CD57+_D2-40+_fibroblasts	3	10	2	3.33333333333333	Fibroblasts	D2-40+_fibroblasts
NIC13	CMS1	CD57+_D2-40+_fibroblasts	3	21	5	7	Fibroblasts	CD57+_fibroblasts
NIC13	CMS1	CD57+_D2-40+_fibroblasts	3	21	5	7	Fibroblasts	D2-40+_fibroblasts
NIC15	CMS4	CD57+_D2-40+_fibroblasts	3	531	151	177	Fibroblasts	CD57+_fibroblasts
NIC15	CMS4	CD57+_D2-40+_fibroblasts	3	531	151	177	Fibroblasts	D2-40+_fibroblasts
NIC16	CMS2	CD57+_D2-40+_fibroblasts	3	143	42	47.6666666666667	Fibroblasts	CD57+_fibroblasts
NIC16	CMS2	CD57+_D2-40+_fibroblasts	3	143	42	47.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC17	CMS2	CD57+_D2-40+_fibroblasts	3	205	63	68.3333333333333	Fibroblasts	CD57+_fibroblasts
NIC17	CMS2	CD57+_D2-40+_fibroblasts	3	205	63	68.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC18	CMS3	CD57+_D2-40+_fibroblasts	3	80	30	26.6666666666667	Fibroblasts	CD57+_fibroblasts
NIC18	CMS3	CD57+_D2-40+_fibroblasts	3	80	30	26.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC19	CMS3	CD57+_D2-40+_fibroblasts	2	154	77	77	Fibroblasts	CD57+_fibroblasts
NIC19	CMS3	CD57+_D2-40+_fibroblasts	2	154	77	77	Fibroblasts	D2-40+_fibroblasts
NIC20	CMS2	CD57+_D2-40+_fibroblasts	2	26	13	13	Fibroblasts	CD57+_fibroblasts
NIC20	CMS2	CD57+_D2-40+_fibroblasts	2	26	13	13	Fibroblasts	D2-40+_fibroblasts
NIC21	CMS2	CD57+_D2-40+_fibroblasts	1	1	1	1	Fibroblasts	CD57+_fibroblasts
NIC21	CMS2	CD57+_D2-40+_fibroblasts	1	1	1	1	Fibroblasts	D2-40+_fibroblasts
NIC22	CMS2	CD57+_D2-40+_fibroblasts	3	1	0	0.333333333333333	Fibroblasts	CD57+_fibroblasts
NIC22	CMS2	CD57+_D2-40+_fibroblasts	3	1	0	0.333333333333333	Fibroblasts	D2-40+_fibroblasts
NIC23	CMS3	CD57+_D2-40+_fibroblasts	3	24	2	8	Fibroblasts	CD57+_fibroblasts
NIC23	CMS3	CD57+_D2-40+_fibroblasts	3	24	2	8	Fibroblasts	D2-40+_fibroblasts
NIC24	CMS4	CD57+_D2-40+_fibroblasts	3	27	8	9	Fibroblasts	CD57+_fibroblasts
NIC24	CMS4	CD57+_D2-40+_fibroblasts	3	27	8	9	Fibroblasts	D2-40+_fibroblasts
NIC25	CMS4	CD57+_D2-40+_fibroblasts	3	66	21	22	Fibroblasts	CD57+_fibroblasts
NIC25	CMS4	CD57+_D2-40+_fibroblasts	3	66	21	22	Fibroblasts	D2-40+_fibroblasts
NIC27	CMS2	CD57+_D2-40+_fibroblasts	3	330	35	110	Fibroblasts	CD57+_fibroblasts
NIC27	CMS2	CD57+_D2-40+_fibroblasts	3	330	35	110	Fibroblasts	D2-40+_fibroblasts
NIC29	CMS4	CD57+_D2-40+_fibroblasts	3	329	112	109.666666666667	Fibroblasts	CD57+_fibroblasts
NIC29	CMS4	CD57+_D2-40+_fibroblasts	3	329	112	109.666666666667	Fibroblasts	D2-40+_fibroblasts
NIC03	CMS4	CD7+_CD3-_cells	3	12	4	4	ILC	ILC
NIC04	CMS4	CD7+_CD3-_cells	3	17	5	5.66666666666667	ILC	ILC
NIC05	CMS2	CD7+_CD3-_cells	2	3	1.5	1.5	ILC	ILC
NIC06	CMS3	CD7+_CD3-_cells	2	6	3	3	ILC	ILC
NIC07	CMS2	CD7+_CD3-_cells	3	22	7	7.33333333333333	ILC	ILC
S52	CMS1	CD7+_CD3-_cells	3	12	2	4	ILC	ILC
NIC12	CMS1	CD7+_CD3-_cells	3	12	4	4	ILC	ILC
NIC13	CMS1	CD7+_CD3-_cells	3	68	11	22.6666666666667	ILC	ILC
NIC15	CMS4	CD7+_CD3-_cells	3	9	3	3	ILC	ILC
NIC16	CMS2	CD7+_CD3-_cells	3	8	1	2.66666666666667	ILC	ILC
NIC17	CMS2	CD7+_CD3-_cells	3	32	11	10.6666666666667	ILC	ILC
NIC18	CMS3	CD7+_CD3-_cells	3	31	0	10.3333333333333	ILC	ILC
NIC19	CMS3	CD7+_CD3-_cells	2	5	2.5	2.5	ILC	ILC
NIC20	CMS2	CD7+_CD3-_cells	2	1	0.5	0.5	ILC	ILC
NIC21	CMS2	CD7+_CD3-_cells	1	9	9	9	ILC	ILC
NIC22	CMS2	CD7+_CD3-_cells	3	9	3	3	ILC	ILC
NIC23	CMS3	CD7+_CD3-_cells	3	16	3	5.33333333333333	ILC	ILC
NIC24	CMS4	CD7+_CD3-_cells	3	12	4	4	ILC	ILC
NIC25	CMS4	CD7+_CD3-_cells	3	5	2	1.66666666666667	ILC	ILC
NIC27	CMS2	CD7+_CD3-_cells	3	64	14	21.3333333333333	ILC	ILC
NIC29	CMS4	CD7+_CD3-_cells	3	6	0	2	ILC	ILC
NIC03	CMS4	CD8-_Tcells	3	483	132	161	T_cells	CD4+_T_cells
NIC04	CMS4	CD8-_Tcells	3	292	118	97.3333333333333	T_cells	CD4+_T_cells
NIC05	CMS2	CD8-_Tcells	2	151	75.5	75.5	T_cells	CD4+_T_cells
NIC06	CMS3	CD8-_Tcells	2	139	69.5	69.5	T_cells	CD4+_T_cells
NIC07	CMS2	CD8-_Tcells	3	530	191	176.666666666667	T_cells	CD4+_T_cells
S52	CMS1	CD8-_Tcells	3	374	73	124.666666666667	T_cells	CD4+_T_cells
NIC12	CMS1	CD8-_Tcells	3	562	112	187.333333333333	T_cells	CD4+_T_cells
NIC13	CMS1	CD8-_Tcells	3	853	120	284.333333333333	T_cells	CD4+_T_cells
NIC15	CMS4	CD8-_Tcells	3	511	166	170.333333333333	T_cells	CD4+_T_cells
NIC16	CMS2	CD8-_Tcells	3	55	18	18.3333333333333	T_cells	CD4+_T_cells
NIC17	CMS2	CD8-_Tcells	3	856	237	285.333333333333	T_cells	CD4+_T_cells
NIC18	CMS3	CD8-_Tcells	3	306	120	102	T_cells	CD4+_T_cells
NIC19	CMS3	CD8-_Tcells	2	59	29.5	29.5	T_cells	CD4+_T_cells
NIC20	CMS2	CD8-_Tcells	2	128	64	64	T_cells	CD4+_T_cells
NIC21	CMS2	CD8-_Tcells	1	100	100	100	T_cells	CD4+_T_cells
NIC22	CMS2	CD8-_Tcells	3	207	65	69	T_cells	CD4+_T_cells
NIC23	CMS3	CD8-_Tcells	3	377	19	125.666666666667	T_cells	CD4+_T_cells
NIC24	CMS4	CD8-_Tcells	3	947	322	315.666666666667	T_cells	CD4+_T_cells
NIC25	CMS4	CD8-_Tcells	3	166	58	55.3333333333333	T_cells	CD4+_T_cells
NIC27	CMS2	CD8-_Tcells	3	1099	467	366.333333333333	T_cells	CD4+_T_cells
NIC29	CMS4	CD8-_Tcells	3	423	112	141	T_cells	CD4+_T_cells
NIC03	CMS4	CD8+_Tcell	3	31	10	10.3333333333333	T_cells	CD8+_T_cells
NIC04	CMS4	CD8+_Tcell	3	10	4	3.33333333333333	T_cells	CD8+_T_cells
NIC05	CMS2	CD8+_Tcell	2	5	2.5	2.5	T_cells	CD8+_T_cells
NIC06	CMS3	CD8+_Tcell	2	4	2	2	T_cells	CD8+_T_cells
NIC07	CMS2	CD8+_Tcell	3	45	17	15	T_cells	CD8+_T_cells
S52	CMS1	CD8+_Tcell	3	31	6	10.3333333333333	T_cells	CD8+_T_cells
NIC12	CMS1	CD8+_Tcell	3	103	17	34.3333333333333	T_cells	CD8+_T_cells
NIC13	CMS1	CD8+_Tcell	3	179	55	59.6666666666667	T_cells	CD8+_T_cells
NIC15	CMS4	CD8+_Tcell	3	23	8	7.66666666666667	T_cells	CD8+_T_cells
NIC16	CMS2	CD8+_Tcell	3	3	1	1	T_cells	CD8+_T_cells
NIC17	CMS2	CD8+_Tcell	3	106	36	35.3333333333333	T_cells	CD8+_T_cells
NIC18	CMS3	CD8+_Tcell	3	40	6	13.3333333333333	T_cells	CD8+_T_cells
NIC19	CMS3	CD8+_Tcell	2	3	1.5	1.5	T_cells	CD8+_T_cells
NIC20	CMS2	CD8+_Tcell	2	10	5	5	T_cells	CD8+_T_cells
NIC21	CMS2	CD8+_Tcell	1	2	2	2	T_cells	CD8+_T_cells
NIC22	CMS2	CD8+_Tcell	3	15	5	5	T_cells	CD8+_T_cells
NIC23	CMS3	CD8+_Tcell	3	30	0	10	T_cells	CD8+_T_cells
NIC24	CMS4	CD8+_Tcell	3	61	17	20.3333333333333	T_cells	CD8+_T_cells
NIC25	CMS4	CD8+_Tcell	3	6	2	2	T_cells	CD8+_T_cells
NIC27	CMS2	CD8+_Tcell	3	103	35	34.3333333333333	T_cells	CD8+_T_cells
NIC29	CMS4	CD8+_Tcell	3	1	0	0.333333333333333	T_cells	CD8+_T_cells
NIC03	CMS4	D2-40+_fibroblasts	3	1700	511	566.666666666667	Fibroblasts	D2-40+_fibroblasts
NIC04	CMS4	D2-40+_fibroblasts	3	1078	323	359.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC05	CMS2	D2-40+_fibroblasts	2	267	133.5	133.5	Fibroblasts	D2-40+_fibroblasts
NIC06	CMS3	D2-40+_fibroblasts	2	777	388.5	388.5	Fibroblasts	D2-40+_fibroblasts
NIC07	CMS2	D2-40+_fibroblasts	3	1933	735	644.333333333333	Fibroblasts	D2-40+_fibroblasts
S52	CMS1	D2-40+_fibroblasts	3	378	151	126	Fibroblasts	D2-40+_fibroblasts
NIC12	CMS1	D2-40+_fibroblasts	3	717	189	239	Fibroblasts	D2-40+_fibroblasts
NIC13	CMS1	D2-40+_fibroblasts	3	507	136	169	Fibroblasts	D2-40+_fibroblasts
NIC15	CMS4	D2-40+_fibroblasts	3	1516	583	505.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC16	CMS2	D2-40+_fibroblasts	3	386	146	128.666666666667	Fibroblasts	D2-40+_fibroblasts
NIC17	CMS2	D2-40+_fibroblasts	3	736	286	245.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC18	CMS3	D2-40+_fibroblasts	3	913	207	304.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC19	CMS3	D2-40+_fibroblasts	2	198	99	99	Fibroblasts	D2-40+_fibroblasts
NIC20	CMS2	D2-40+_fibroblasts	2	326	163	163	Fibroblasts	D2-40+_fibroblasts
NIC21	CMS2	D2-40+_fibroblasts	1	181	181	181	Fibroblasts	D2-40+_fibroblasts
NIC22	CMS2	D2-40+_fibroblasts	3	174	54	58	Fibroblasts	D2-40+_fibroblasts
NIC23	CMS3	D2-40+_fibroblasts	3	611	119	203.666666666667	Fibroblasts	D2-40+_fibroblasts
NIC24	CMS4	D2-40+_fibroblasts	3	698	238	232.666666666667	Fibroblasts	D2-40+_fibroblasts
NIC25	CMS4	D2-40+_fibroblasts	3	1999	690	666.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC27	CMS2	D2-40+_fibroblasts	3	1183	329	394.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC29	CMS4	D2-40+_fibroblasts	3	910	318	303.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC03	CMS4	D2-40+_vessels	3	89	27	29.6666666666667	Vessels	D2-40+_vessels
NIC04	CMS4	D2-40+_vessels	3	143	36	47.6666666666667	Vessels	D2-40+_vessels
NIC05	CMS2	D2-40+_vessels	2	43	21.5	21.5	Vessels	D2-40+_vessels
NIC06	CMS3	D2-40+_vessels	2	36	18	18	Vessels	D2-40+_vessels
NIC07	CMS2	D2-40+_vessels	3	136	42	45.3333333333333	Vessels	D2-40+_vessels
S52	CMS1	D2-40+_vessels	3	12	3	4	Vessels	D2-40+_vessels
NIC12	CMS1	D2-40+_vessels	3	61	16	20.3333333333333	Vessels	D2-40+_vessels
NIC13	CMS1	D2-40+_vessels	3	39	10	13	Vessels	D2-40+_vessels
NIC15	CMS4	D2-40+_vessels	3	161	54	53.6666666666667	Vessels	D2-40+_vessels
NIC16	CMS2	D2-40+_vessels	3	20	9	6.66666666666667	Vessels	D2-40+_vessels
NIC17	CMS2	D2-40+_vessels	3	81	20	27	Vessels	D2-40+_vessels
NIC18	CMS3	D2-40+_vessels	3	50	14	16.6666666666667	Vessels	D2-40+_vessels
NIC19	CMS3	D2-40+_vessels	2	40	20	20	Vessels	D2-40+_vessels
NIC20	CMS2	D2-40+_vessels	2	61	30.5	30.5	Vessels	D2-40+_vessels
NIC21	CMS2	D2-40+_vessels	1	23	23	23	Vessels	D2-40+_vessels
NIC22	CMS2	D2-40+_vessels	3	19	4	6.33333333333333	Vessels	D2-40+_vessels
NIC23	CMS3	D2-40+_vessels	3	7	0	2.33333333333333	Vessels	D2-40+_vessels
NIC24	CMS4	D2-40+_vessels	3	54	21	18	Vessels	D2-40+_vessels
NIC25	CMS4	D2-40+_vessels	3	38	12	12.6666666666667	Vessels	D2-40+_vessels
NIC27	CMS2	D2-40+_vessels	3	39	11	13	Vessels	D2-40+_vessels
NIC29	CMS4	D2-40+_vessels	3	59	22	19.6666666666667	Vessels	D2-40+_vessels
NIC03	CMS4	Fibroblasts	3	691	234	230.333333333333	Fibroblasts	Fibroblasts
NIC04	CMS4	Fibroblasts	3	215	76	71.6666666666667	Fibroblasts	Fibroblasts
NIC05	CMS2	Fibroblasts	2	76	38	38	Fibroblasts	Fibroblasts
NIC06	CMS3	Fibroblasts	2	209	104.5	104.5	Fibroblasts	Fibroblasts
NIC07	CMS2	Fibroblasts	3	633	203	211	Fibroblasts	Fibroblasts
S52	CMS1	Fibroblasts	3	422	156	140.666666666667	Fibroblasts	Fibroblasts
NIC12	CMS1	Fibroblasts	3	471	75	157	Fibroblasts	Fibroblasts
NIC13	CMS1	Fibroblasts	3	702	217	234	Fibroblasts	Fibroblasts
NIC15	CMS4	Fibroblasts	3	1371	480	457	Fibroblasts	Fibroblasts
NIC16	CMS2	Fibroblasts	3	147	49	49	Fibroblasts	Fibroblasts
NIC17	CMS2	Fibroblasts	3	416	96	138.666666666667	Fibroblasts	Fibroblasts
NIC18	CMS3	Fibroblasts	3	623	116	207.666666666667	Fibroblasts	Fibroblasts
NIC19	CMS3	Fibroblasts	2	63	31.5	31.5	Fibroblasts	Fibroblasts
NIC20	CMS2	Fibroblasts	2	505	252.5	252.5	Fibroblasts	Fibroblasts
NIC21	CMS2	Fibroblasts	1	160	160	160	Fibroblasts	Fibroblasts
NIC22	CMS2	Fibroblasts	3	123	32	41	Fibroblasts	Fibroblasts
NIC23	CMS3	Fibroblasts	3	392	61	130.666666666667	Fibroblasts	Fibroblasts
NIC24	CMS4	Fibroblasts	3	732	265	244	Fibroblasts	Fibroblasts
NIC25	CMS4	Fibroblasts	3	1966	706	655.333333333333	Fibroblasts	Fibroblasts
NIC27	CMS2	Fibroblasts	3	1439	495	479.666666666667	Fibroblasts	Fibroblasts
NIC29	CMS4	Fibroblasts	3	564	211	188	Fibroblasts	Fibroblasts
NIC03	CMS4	Granulocytes	3	166	44	55.3333333333333	Granulocytes	Granulocytes
NIC04	CMS4	Granulocytes	3	336	72	112	Granulocytes	Granulocytes
NIC05	CMS2	Granulocytes	2	52	26	26	Granulocytes	Granulocytes
NIC06	CMS3	Granulocytes	2	142	71	71	Granulocytes	Granulocytes
NIC07	CMS2	Granulocytes	3	684	223	228	Granulocytes	Granulocytes
S52	CMS1	Granulocytes	3	453	161	151	Granulocytes	Granulocytes
NIC12	CMS1	Granulocytes	3	1262	183	420.666666666667	Granulocytes	Granulocytes
NIC13	CMS1	Granulocytes	3	2134	580	711.333333333333	Granulocytes	Granulocytes
NIC15	CMS4	Granulocytes	3	431	168	143.666666666667	Granulocytes	Granulocytes
NIC16	CMS2	Granulocytes	3	191	57	63.6666666666667	Granulocytes	Granulocytes
NIC17	CMS2	Granulocytes	3	68	22	22.6666666666667	Granulocytes	Granulocytes
NIC18	CMS3	Granulocytes	3	657	255	219	Granulocytes	Granulocytes
NIC19	CMS3	Granulocytes	2	15	7.5	7.5	Granulocytes	Granulocytes
NIC20	CMS2	Granulocytes	2	27	13.5	13.5	Granulocytes	Granulocytes
NIC21	CMS2	Granulocytes	1	247	247	247	Granulocytes	Granulocytes
NIC22	CMS2	Granulocytes	3	782	307	260.666666666667	Granulocytes	Granulocytes
NIC23	CMS3	Granulocytes	3	298	5	99.3333333333333	Granulocytes	Granulocytes
NIC24	CMS4	Granulocytes	3	2620	850	873.333333333333	Granulocytes	Granulocytes
NIC25	CMS4	Granulocytes	3	490	166	163.333333333333	Granulocytes	Granulocytes
NIC27	CMS2	Granulocytes	3	1067	300	355.666666666667	Granulocytes	Granulocytes
NIC29	CMS4	Granulocytes	3	64	22	21.3333333333333	Granulocytes	Granulocytes
NIC03	CMS4	HLA-DR+_Bcat+_tum	3	1048	328	349.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	HLA-DR+_Bcat+_tum	3	1048	328	349.333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC04	CMS4	HLA-DR+_Bcat+_tum	3	277	62	92.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	HLA-DR+_Bcat+_tum	3	277	62	92.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC05	CMS2	HLA-DR+_Bcat+_tum	2	150	75	75	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	HLA-DR+_Bcat+_tum	2	150	75	75	Tumour_cells	HLA-DR+_tumour_cells
NIC06	CMS3	HLA-DR+_Bcat+_tum	2	100	50	50	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	HLA-DR+_Bcat+_tum	2	100	50	50	Tumour_cells	HLA-DR+_tumour_cells
NIC07	CMS2	HLA-DR+_Bcat+_tum	3	75	25	25	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	HLA-DR+_Bcat+_tum	3	75	25	25	Tumour_cells	HLA-DR+_tumour_cells
S52	CMS1	HLA-DR+_Bcat+_tum	3	2664	968	888	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	HLA-DR+_Bcat+_tum	3	2664	968	888	Tumour_cells	HLA-DR+_tumour_cells
NIC12	CMS1	HLA-DR+_Bcat+_tum	3	2538	787	846	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	HLA-DR+_Bcat+_tum	3	2538	787	846	Tumour_cells	HLA-DR+_tumour_cells
NIC13	CMS1	HLA-DR+_Bcat+_tum	3	1058	462	352.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	HLA-DR+_Bcat+_tum	3	1058	462	352.666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC15	CMS4	HLA-DR+_Bcat+_tum	3	89	24	29.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	HLA-DR+_Bcat+_tum	3	89	24	29.6666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC16	CMS2	HLA-DR+_Bcat+_tum	3	529	87	176.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	HLA-DR+_Bcat+_tum	3	529	87	176.333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC17	CMS2	HLA-DR+_Bcat+_tum	3	64	17	21.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	HLA-DR+_Bcat+_tum	3	64	17	21.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC18	CMS3	HLA-DR+_Bcat+_tum	3	294	107	98	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	HLA-DR+_Bcat+_tum	3	294	107	98	Tumour_cells	HLA-DR+_tumour_cells
NIC19	CMS3	HLA-DR+_Bcat+_tum	2	145	72.5	72.5	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	HLA-DR+_Bcat+_tum	2	145	72.5	72.5	Tumour_cells	HLA-DR+_tumour_cells
NIC20	CMS2	HLA-DR+_Bcat+_tum	2	119	59.5	59.5	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	HLA-DR+_Bcat+_tum	2	119	59.5	59.5	Tumour_cells	HLA-DR+_tumour_cells
NIC21	CMS2	HLA-DR+_Bcat+_tum	1	63	63	63	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	HLA-DR+_Bcat+_tum	1	63	63	63	Tumour_cells	HLA-DR+_tumour_cells
NIC22	CMS2	HLA-DR+_Bcat+_tum	3	1082	375	360.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	HLA-DR+_Bcat+_tum	3	1082	375	360.666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC23	CMS3	HLA-DR+_Bcat+_tum	3	70	9	23.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	HLA-DR+_Bcat+_tum	3	70	9	23.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC24	CMS4	HLA-DR+_Bcat+_tum	3	493	172	164.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	HLA-DR+_Bcat+_tum	3	493	172	164.333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC25	CMS4	HLA-DR+_Bcat+_tum	3	100	28	33.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	HLA-DR+_Bcat+_tum	3	100	28	33.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC27	CMS2	HLA-DR+_Bcat+_tum	3	219	80	73	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	HLA-DR+_Bcat+_tum	3	219	80	73	Tumour_cells	HLA-DR+_tumour_cells
NIC29	CMS4	HLA-DR+_Bcat+_tum	3	90	28	30	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	HLA-DR+_Bcat+_tum	3	90	28	30	Tumour_cells	HLA-DR+_tumour_cells
NIC03	CMS4	HLA-DR+_CD163+_macrophages	3	304	94	101.333333333333	Macrophages	M2-like_macrophages
NIC04	CMS4	HLA-DR+_CD163+_macrophages	3	217	70	72.3333333333333	Macrophages	M2-like_macrophages
NIC05	CMS2	HLA-DR+_CD163+_macrophages	2	115	57.5	57.5	Macrophages	M2-like_macrophages
NIC06	CMS3	HLA-DR+_CD163+_macrophages	2	68	34	34	Macrophages	M2-like_macrophages
NIC07	CMS2	HLA-DR+_CD163+_macrophages	3	306	89	102	Macrophages	M2-like_macrophages
S52	CMS1	HLA-DR+_CD163+_macrophages	3	305	103	101.666666666667	Macrophages	M2-like_macrophages
NIC12	CMS1	HLA-DR+_CD163+_macrophages	3	292	106	97.3333333333333	Macrophages	M2-like_macrophages
NIC13	CMS1	HLA-DR+_CD163+_macrophages	3	385	145	128.333333333333	Macrophages	M2-like_macrophages
NIC15	CMS4	HLA-DR+_CD163+_macrophages	3	442	150	147.333333333333	Macrophages	M2-like_macrophages
NIC16	CMS2	HLA-DR+_CD163+_macrophages	3	115	44	38.3333333333333	Macrophages	M2-like_macrophages
NIC17	CMS2	HLA-DR+_CD163+_macrophages	3	292	105	97.3333333333333	Macrophages	M2-like_macrophages
NIC18	CMS3	HLA-DR+_CD163+_macrophages	3	118	37	39.3333333333333	Macrophages	M2-like_macrophages
NIC19	CMS3	HLA-DR+_CD163+_macrophages	2	91	45.5	45.5	Macrophages	M2-like_macrophages
NIC20	CMS2	HLA-DR+_CD163+_macrophages	2	159	79.5	79.5	Macrophages	M2-like_macrophages
NIC21	CMS2	HLA-DR+_CD163+_macrophages	1	38	38	38	Macrophages	M2-like_macrophages
NIC22	CMS2	HLA-DR+_CD163+_macrophages	3	374	112	124.666666666667	Macrophages	M2-like_macrophages
NIC23	CMS3	HLA-DR+_CD163+_macrophages	3	166	26	55.3333333333333	Macrophages	M2-like_macrophages
NIC24	CMS4	HLA-DR+_CD163+_macrophages	3	310	112	103.333333333333	Macrophages	M2-like_macrophages
NIC25	CMS4	HLA-DR+_CD163+_macrophages	3	46	14	15.3333333333333	Macrophages	M2-like_macrophages
NIC27	CMS2	HLA-DR+_CD163+_macrophages	3	269	63	89.6666666666667	Macrophages	M2-like_macrophages
NIC29	CMS4	HLA-DR+_CD163+_macrophages	3	91	30	30.3333333333333	Macrophages	M2-like_macrophages
NIC03	CMS4	HLA-DR+_macrophages	3	726	230	242	Macrophages	M1-like_macrophages
NIC04	CMS4	HLA-DR+_macrophages	3	218	76	72.6666666666667	Macrophages	M1-like_macrophages
NIC05	CMS2	HLA-DR+_macrophages	2	93	46.5	46.5	Macrophages	M1-like_macrophages
NIC06	CMS3	HLA-DR+_macrophages	2	234	117	117	Macrophages	M1-like_macrophages
NIC07	CMS2	HLA-DR+_macrophages	3	490	178	163.333333333333	Macrophages	M1-like_macrophages
S52	CMS1	HLA-DR+_macrophages	3	837	274	279	Macrophages	M1-like_macrophages
NIC12	CMS1	HLA-DR+_macrophages	3	474	160	158	Macrophages	M1-like_macrophages
NIC13	CMS1	HLA-DR+_macrophages	3	680	231	226.666666666667	Macrophages	M1-like_macrophages
NIC15	CMS4	HLA-DR+_macrophages	3	223	53	74.3333333333333	Macrophages	M1-like_macrophages
NIC16	CMS2	HLA-DR+_macrophages	3	105	24	35	Macrophages	M1-like_macrophages
NIC17	CMS2	HLA-DR+_macrophages	3	182	52	60.6666666666667	Macrophages	M1-like_macrophages
NIC18	CMS3	HLA-DR+_macrophages	3	402	86	134	Macrophages	M1-like_macrophages
NIC19	CMS3	HLA-DR+_macrophages	2	54	27	27	Macrophages	M1-like_macrophages
NIC20	CMS2	HLA-DR+_macrophages	2	59	29.5	29.5	Macrophages	M1-like_macrophages
NIC21	CMS2	HLA-DR+_macrophages	1	40	40	40	Macrophages	M1-like_macrophages
NIC22	CMS2	HLA-DR+_macrophages	3	282	98	94	Macrophages	M1-like_macrophages
NIC23	CMS3	HLA-DR+_macrophages	3	197	19	65.6666666666667	Macrophages	M1-like_macrophages
NIC24	CMS4	HLA-DR+_macrophages	3	913	315	304.333333333333	Macrophages	M1-like_macrophages
NIC25	CMS4	HLA-DR+_macrophages	3	782	259	260.666666666667	Macrophages	M1-like_macrophages
NIC27	CMS2	HLA-DR+_macrophages	3	474	104	158	Macrophages	M1-like_macrophages
NIC29	CMS4	HLA-DR+_macrophages	3	382	135	127.333333333333	Macrophages	M1-like_macrophages
NIC03	CMS4	HLA-DR+_monocytes	3	784	266	261.333333333333	Monocytes	Monocytes
NIC04	CMS4	HLA-DR+_monocytes	3	670	201	223.333333333333	Monocytes	Monocytes
NIC05	CMS2	HLA-DR+_monocytes	2	346	173	173	Monocytes	Monocytes
NIC06	CMS3	HLA-DR+_monocytes	2	326	163	163	Monocytes	Monocytes
NIC07	CMS2	HLA-DR+_monocytes	3	655	231	218.333333333333	Monocytes	Monocytes
S52	CMS1	HLA-DR+_monocytes	3	492	188	164	Monocytes	Monocytes
NIC12	CMS1	HLA-DR+_monocytes	3	373	129	124.333333333333	Monocytes	Monocytes
NIC13	CMS1	HLA-DR+_monocytes	3	542	146	180.666666666667	Monocytes	Monocytes
NIC15	CMS4	HLA-DR+_monocytes	3	820	267	273.333333333333	Monocytes	Monocytes
NIC16	CMS2	HLA-DR+_monocytes	3	218	84	72.6666666666667	Monocytes	Monocytes
NIC17	CMS2	HLA-DR+_monocytes	3	689	214	229.666666666667	Monocytes	Monocytes
NIC18	CMS3	HLA-DR+_monocytes	3	460	148	153.333333333333	Monocytes	Monocytes
NIC19	CMS3	HLA-DR+_monocytes	2	146	73	73	Monocytes	Monocytes
