sample	CMS	phenotype	images.per.sample	cells.count.sum	cells.count.median	cells.count.mean	group	category
NIC23	CMS3	Prol_TGFb+_tum	3	3	1	1	Tumour_cells	Proliferating_tumor_cells
NIC23	CMS3	Prol_TGFb+_tum	3	3	1	1	Tumour_cells	TGFB+_tumour_cells
NIC24	CMS4	Prol_TGFb+_tum	3	18	4	6	Tumour_cells	Proliferating_tumor_cells
NIC24	CMS4	Prol_TGFb+_tum	3	18	4	6	Tumour_cells	TGFB+_tumour_cells
NIC25	CMS4	Prol_TGFb+_tum	3	65	28	21.6666666666667	Tumour_cells	Proliferating_tumor_cells
NIC25	CMS4	Prol_TGFb+_tum	3	65	28	21.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC27	CMS2	Prol_TGFb+_tum	3	15	3	5	Tumour_cells	Proliferating_tumor_cells
NIC27	CMS2	Prol_TGFb+_tum	3	15	3	5	Tumour_cells	TGFB+_tumour_cells
NIC29	CMS4	Prol_TGFb+_tum	3	22	6	7.33333333333333	Tumour_cells	Proliferating_tumor_cells
NIC29	CMS4	Prol_TGFb+_tum	3	22	6	7.33333333333333	Tumour_cells	TGFB+_tumour_cells
NIC03	CMS4	Prol_tum	3	3	0	1	Tumour_cells	Proliferating_tumor_cells
NIC04	CMS4	Prol_tum	3	16	4	5.33333333333333	Tumour_cells	Proliferating_tumor_cells
NIC05	CMS2	Prol_tum	2	5	2.5	2.5	Tumour_cells	Proliferating_tumor_cells
NIC06	CMS3	Prol_tum	2	15	7.5	7.5	Tumour_cells	Proliferating_tumor_cells
NIC07	CMS2	Prol_tum	3	16	2	5.33333333333333	Tumour_cells	Proliferating_tumor_cells
S52	CMS1	Prol_tum	3	4	1	1.33333333333333	Tumour_cells	Proliferating_tumor_cells
NIC12	CMS1	Prol_tum	3	4	0	1.33333333333333	Tumour_cells	Proliferating_tumor_cells
NIC13	CMS1	Prol_tum	3	41	15	13.6666666666667	Tumour_cells	Proliferating_tumor_cells
NIC15	CMS4	Prol_tum	3	1	0	0.333333333333333	Tumour_cells	Proliferating_tumor_cells
NIC16	CMS2	Prol_tum	3	21	6	7	Tumour_cells	Proliferating_tumor_cells
NIC17	CMS2	Prol_tum	3	89	34	29.6666666666667	Tumour_cells	Proliferating_tumor_cells
NIC18	CMS3	Prol_tum	3	7	3	2.33333333333333	Tumour_cells	Proliferating_tumor_cells
NIC19	CMS3	Prol_tum	2	10	5	5	Tumour_cells	Proliferating_tumor_cells
NIC20	CMS2	Prol_tum	2	9	4.5	4.5	Tumour_cells	Proliferating_tumor_cells
NIC21	CMS2	Prol_tum	1	4	4	4	Tumour_cells	Proliferating_tumor_cells
NIC22	CMS2	Prol_tum	3	95	4	31.6666666666667	Tumour_cells	Proliferating_tumor_cells
NIC23	CMS3	Prol_tum	3	15	3	5	Tumour_cells	Proliferating_tumor_cells
NIC24	CMS4	Prol_tum	3	20	7	6.66666666666667	Tumour_cells	Proliferating_tumor_cells
NIC25	CMS4	Prol_tum	3	72	29	24	Tumour_cells	Proliferating_tumor_cells
NIC27	CMS2	Prol_tum	3	19	8	6.33333333333333	Tumour_cells	Proliferating_tumor_cells
NIC29	CMS4	Prol_tum	3	30	10	10	Tumour_cells	Proliferating_tumor_cells
NIC03	CMS4	Prol_vessels	3	5	2	1.66666666666667	Vessels	Proliferating_vessels
NIC04	CMS4	Prol_vessels	3	38	18	12.6666666666667	Vessels	Proliferating_vessels
NIC05	CMS2	Prol_vessels	2	16	8	8	Vessels	Proliferating_vessels
NIC06	CMS3	Prol_vessels	2	1	0.5	0.5	Vessels	Proliferating_vessels
NIC07	CMS2	Prol_vessels	3	49	16	16.3333333333333	Vessels	Proliferating_vessels
S52	CMS1	Prol_vessels	3	7	2	2.33333333333333	Vessels	Proliferating_vessels
NIC12	CMS1	Prol_vessels	3	40	3	13.3333333333333	Vessels	Proliferating_vessels
NIC13	CMS1	Prol_vessels	3	38	5	12.6666666666667	Vessels	Proliferating_vessels
NIC15	CMS4	Prol_vessels	3	56	17	18.6666666666667	Vessels	Proliferating_vessels
NIC16	CMS2	Prol_vessels	3	10	2	3.33333333333333	Vessels	Proliferating_vessels
NIC17	CMS2	Prol_vessels	3	19	7	6.33333333333333	Vessels	Proliferating_vessels
NIC18	CMS3	Prol_vessels	3	3	1	1	Vessels	Proliferating_vessels
NIC19	CMS3	Prol_vessels	2	5	2.5	2.5	Vessels	Proliferating_vessels
NIC20	CMS2	Prol_vessels	2	7	3.5	3.5	Vessels	Proliferating_vessels
NIC21	CMS2	Prol_vessels	1	33	33	33	Vessels	Proliferating_vessels
NIC22	CMS2	Prol_vessels	3	12	3	4	Vessels	Proliferating_vessels
NIC23	CMS3	Prol_vessels	3	4	1	1.33333333333333	Vessels	Proliferating_vessels
NIC24	CMS4	Prol_vessels	3	25	9	8.33333333333333	Vessels	Proliferating_vessels
NIC25	CMS4	Prol_vessels	3	39	9	13	Vessels	Proliferating_vessels
NIC27	CMS2	Prol_vessels	3	51	12	17	Vessels	Proliferating_vessels
NIC29	CMS4	Prol_vessels	3	9	3	3	Vessels	Proliferating_vessels
NIC03	CMS4	Regulatory_Tcells	3	135	39	45	T_cells	Tregs
NIC04	CMS4	Regulatory_Tcells	3	126	46	42	T_cells	Tregs
NIC05	CMS2	Regulatory_Tcells	2	87	43.5	43.5	T_cells	Tregs
NIC06	CMS3	Regulatory_Tcells	2	82	41	41	T_cells	Tregs
NIC07	CMS2	Regulatory_Tcells	3	191	60	63.6666666666667	T_cells	Tregs
S52	CMS1	Regulatory_Tcells	3	66	17	22	T_cells	Tregs
NIC12	CMS1	Regulatory_Tcells	3	192	60	64	T_cells	Tregs
NIC13	CMS1	Regulatory_Tcells	3	262	38	87.3333333333333	T_cells	Tregs
NIC15	CMS4	Regulatory_Tcells	3	508	170	169.333333333333	T_cells	Tregs
NIC16	CMS2	Regulatory_Tcells	3	25	10	8.33333333333333	T_cells	Tregs
NIC17	CMS2	Regulatory_Tcells	3	190	64	63.3333333333333	T_cells	Tregs
NIC18	CMS3	Regulatory_Tcells	3	101	32	33.6666666666667	T_cells	Tregs
NIC19	CMS3	Regulatory_Tcells	2	18	9	9	T_cells	Tregs
NIC20	CMS2	Regulatory_Tcells	2	36	18	18	T_cells	Tregs
NIC21	CMS2	Regulatory_Tcells	1	25	25	25	T_cells	Tregs
NIC22	CMS2	Regulatory_Tcells	3	118	37	39.3333333333333	T_cells	Tregs
NIC23	CMS3	Regulatory_Tcells	3	32	1	10.6666666666667	T_cells	Tregs
NIC24	CMS4	Regulatory_Tcells	3	231	76	77	T_cells	Tregs
NIC25	CMS4	Regulatory_Tcells	3	21	9	7	T_cells	Tregs
NIC27	CMS2	Regulatory_Tcells	3	205	75	68.3333333333333	T_cells	Tregs
NIC29	CMS4	Regulatory_Tcells	3	167	55	55.6666666666667	T_cells	Tregs
NIC03	CMS4	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	CD15+_tumour_cells
NIC03	CMS4	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	TGFB+_tumour_cells
NIC04	CMS4	TGFb+_Bcat+_CD15+_tum	3	15	4	5	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	TGFb+_Bcat+_CD15+_tum	3	15	4	5	Tumour_cells	CD15+_tumour_cells
NIC04	CMS4	TGFb+_Bcat+_CD15+_tum	3	15	4	5	Tumour_cells	TGFB+_tumour_cells
NIC05	CMS2	TGFb+_Bcat+_CD15+_tum	2	4	2	2	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	TGFb+_Bcat+_CD15+_tum	2	4	2	2	Tumour_cells	CD15+_tumour_cells
NIC05	CMS2	TGFb+_Bcat+_CD15+_tum	2	4	2	2	Tumour_cells	TGFB+_tumour_cells
NIC06	CMS3	TGFb+_Bcat+_CD15+_tum	2	106	53	53	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	TGFb+_Bcat+_CD15+_tum	2	106	53	53	Tumour_cells	CD15+_tumour_cells
NIC06	CMS3	TGFb+_Bcat+_CD15+_tum	2	106	53	53	Tumour_cells	TGFB+_tumour_cells
NIC07	CMS2	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	CD15+_tumour_cells
NIC07	CMS2	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	TGFB+_tumour_cells
S52	CMS1	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	CD15+_tumour_cells
S52	CMS1	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	TGFB+_tumour_cells
NIC12	CMS1	TGFb+_Bcat+_CD15+_tum	3	2	0	0.666666666666667	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	TGFb+_Bcat+_CD15+_tum	3	2	0	0.666666666666667	Tumour_cells	CD15+_tumour_cells
NIC12	CMS1	TGFb+_Bcat+_CD15+_tum	3	2	0	0.666666666666667	Tumour_cells	TGFB+_tumour_cells
NIC13	CMS1	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	CD15+_tumour_cells
NIC13	CMS1	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	TGFB+_tumour_cells
NIC15	CMS4	TGFb+_Bcat+_CD15+_tum	3	26	5	8.66666666666667	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	TGFb+_Bcat+_CD15+_tum	3	26	5	8.66666666666667	Tumour_cells	CD15+_tumour_cells
NIC15	CMS4	TGFb+_Bcat+_CD15+_tum	3	26	5	8.66666666666667	Tumour_cells	TGFB+_tumour_cells
NIC16	CMS2	TGFb+_Bcat+_CD15+_tum	3	23	8	7.66666666666667	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	TGFb+_Bcat+_CD15+_tum	3	23	8	7.66666666666667	Tumour_cells	CD15+_tumour_cells
NIC16	CMS2	TGFb+_Bcat+_CD15+_tum	3	23	8	7.66666666666667	Tumour_cells	TGFB+_tumour_cells
NIC17	CMS2	TGFb+_Bcat+_CD15+_tum	3	16	1	5.33333333333333	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	TGFb+_Bcat+_CD15+_tum	3	16	1	5.33333333333333	Tumour_cells	CD15+_tumour_cells
NIC17	CMS2	TGFb+_Bcat+_CD15+_tum	3	16	1	5.33333333333333	Tumour_cells	TGFB+_tumour_cells
NIC18	CMS3	TGFb+_Bcat+_CD15+_tum	3	61	23	20.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	TGFb+_Bcat+_CD15+_tum	3	61	23	20.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC18	CMS3	TGFb+_Bcat+_CD15+_tum	3	61	23	20.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC19	CMS3	TGFb+_Bcat+_CD15+_tum	2	128	64	64	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	TGFb+_Bcat+_CD15+_tum	2	128	64	64	Tumour_cells	CD15+_tumour_cells
NIC19	CMS3	TGFb+_Bcat+_CD15+_tum	2	128	64	64	Tumour_cells	TGFB+_tumour_cells
NIC20	CMS2	TGFb+_Bcat+_CD15+_tum	2	72	36	36	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	TGFb+_Bcat+_CD15+_tum	2	72	36	36	Tumour_cells	CD15+_tumour_cells
NIC20	CMS2	TGFb+_Bcat+_CD15+_tum	2	72	36	36	Tumour_cells	TGFB+_tumour_cells
NIC21	CMS2	TGFb+_Bcat+_CD15+_tum	1	41	41	41	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	TGFb+_Bcat+_CD15+_tum	1	41	41	41	Tumour_cells	CD15+_tumour_cells
NIC21	CMS2	TGFb+_Bcat+_CD15+_tum	1	41	41	41	Tumour_cells	TGFB+_tumour_cells
NIC22	CMS2	TGFb+_Bcat+_CD15+_tum	3	3	1	1	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	TGFb+_Bcat+_CD15+_tum	3	3	1	1	Tumour_cells	CD15+_tumour_cells
NIC22	CMS2	TGFb+_Bcat+_CD15+_tum	3	3	1	1	Tumour_cells	TGFB+_tumour_cells
NIC23	CMS3	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	CD15+_tumour_cells
NIC23	CMS3	TGFb+_Bcat+_CD15+_tum	3	0	0	0	Tumour_cells	TGFB+_tumour_cells
NIC24	CMS4	TGFb+_Bcat+_CD15+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	TGFb+_Bcat+_CD15+_tum	3	1	0	0.333333333333333	Tumour_cells	CD15+_tumour_cells
NIC24	CMS4	TGFb+_Bcat+_CD15+_tum	3	1	0	0.333333333333333	Tumour_cells	TGFB+_tumour_cells
NIC25	CMS4	TGFb+_Bcat+_CD15+_tum	3	8	3	2.66666666666667	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	TGFb+_Bcat+_CD15+_tum	3	8	3	2.66666666666667	Tumour_cells	CD15+_tumour_cells
NIC25	CMS4	TGFb+_Bcat+_CD15+_tum	3	8	3	2.66666666666667	Tumour_cells	TGFB+_tumour_cells
NIC27	CMS2	TGFb+_Bcat+_CD15+_tum	3	50	20	16.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	TGFb+_Bcat+_CD15+_tum	3	50	20	16.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC27	CMS2	TGFb+_Bcat+_CD15+_tum	3	50	20	16.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC29	CMS4	TGFb+_Bcat+_CD15+_tum	3	80	38	26.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	TGFb+_Bcat+_CD15+_tum	3	80	38	26.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC29	CMS4	TGFb+_Bcat+_CD15+_tum	3	80	38	26.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC03	CMS4	TGFb+_Bcat+_tum	3	21	5	7	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	TGFb+_Bcat+_tum	3	21	5	7	Tumour_cells	TGFB+_tumour_cells
NIC04	CMS4	TGFb+_Bcat+_tum	3	358	149	119.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	TGFb+_Bcat+_tum	3	358	149	119.333333333333	Tumour_cells	TGFB+_tumour_cells
NIC05	CMS2	TGFb+_Bcat+_tum	2	70	35	35	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	TGFb+_Bcat+_tum	2	70	35	35	Tumour_cells	TGFB+_tumour_cells
NIC06	CMS3	TGFb+_Bcat+_tum	2	270	135	135	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	TGFb+_Bcat+_tum	2	270	135	135	Tumour_cells	TGFB+_tumour_cells
NIC07	CMS2	TGFb+_Bcat+_tum	3	105	47	35	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	TGFb+_Bcat+_tum	3	105	47	35	Tumour_cells	TGFB+_tumour_cells
S52	CMS1	TGFb+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	TGFb+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	TGFB+_tumour_cells
NIC12	CMS1	TGFb+_Bcat+_tum	3	225	8	75	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	TGFb+_Bcat+_tum	3	225	8	75	Tumour_cells	TGFB+_tumour_cells
NIC13	CMS1	TGFb+_Bcat+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	TGFb+_Bcat+_tum	3	0	0	0	Tumour_cells	TGFB+_tumour_cells
NIC15	CMS4	TGFb+_Bcat+_tum	3	252	94	84	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	TGFb+_Bcat+_tum	3	252	94	84	Tumour_cells	TGFB+_tumour_cells
NIC16	CMS2	TGFb+_Bcat+_tum	3	190	64	63.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	TGFb+_Bcat+_tum	3	190	64	63.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC17	CMS2	TGFb+_Bcat+_tum	3	138	42	46	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	TGFb+_Bcat+_tum	3	138	42	46	Tumour_cells	TGFB+_tumour_cells
NIC18	CMS3	TGFb+_Bcat+_tum	3	726	155	242	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	TGFb+_Bcat+_tum	3	726	155	242	Tumour_cells	TGFB+_tumour_cells
NIC19	CMS3	TGFb+_Bcat+_tum	2	236	118	118	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	TGFb+_Bcat+_tum	2	236	118	118	Tumour_cells	TGFB+_tumour_cells
NIC20	CMS2	TGFb+_Bcat+_tum	2	608	304	304	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	TGFb+_Bcat+_tum	2	608	304	304	Tumour_cells	TGFB+_tumour_cells
NIC21	CMS2	TGFb+_Bcat+_tum	1	172	172	172	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	TGFb+_Bcat+_tum	1	172	172	172	Tumour_cells	TGFB+_tumour_cells
NIC22	CMS2	TGFb+_Bcat+_tum	3	323	139	107.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	TGFb+_Bcat+_tum	3	323	139	107.666666666667	Tumour_cells	TGFB+_tumour_cells
NIC23	CMS3	TGFb+_Bcat+_tum	3	30	11	10	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	TGFb+_Bcat+_tum	3	30	11	10	Tumour_cells	TGFB+_tumour_cells
NIC24	CMS4	TGFb+_Bcat+_tum	3	78	13	26	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	TGFb+_Bcat+_tum	3	78	13	26	Tumour_cells	TGFB+_tumour_cells
NIC25	CMS4	TGFb+_Bcat+_tum	3	103	47	34.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	TGFb+_Bcat+_tum	3	103	47	34.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC27	CMS2	TGFb+_Bcat+_tum	3	107	29	35.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	TGFb+_Bcat+_tum	3	107	29	35.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC29	CMS4	TGFb+_Bcat+_tum	3	103	31	34.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	TGFb+_Bcat+_tum	3	103	31	34.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC03	CMS4	TGFb+_CD31+_CD38+_cells	3	123	49	41	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC04	CMS4	TGFb+_CD31+_CD38+_cells	3	14	4	4.66666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC05	CMS2	TGFb+_CD31+_CD38+_cells	2	10	5	5	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC06	CMS3	TGFb+_CD31+_CD38+_cells	2	88	44	44	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC07	CMS2	TGFb+_CD31+_CD38+_cells	3	18	7	6	CD31+_CD38+_cells	CD31+_CD38+_cells
S52	CMS1	TGFb+_CD31+_CD38+_cells	3	10	5	3.33333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC12	CMS1	TGFb+_CD31+_CD38+_cells	3	63	12	21	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC13	CMS1	TGFb+_CD31+_CD38+_cells	3	7	1	2.33333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC15	CMS4	TGFb+_CD31+_CD38+_cells	3	8	3	2.66666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC16	CMS2	TGFb+_CD31+_CD38+_cells	3	20	4	6.66666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC17	CMS2	TGFb+_CD31+_CD38+_cells	3	40	13	13.3333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC18	CMS3	TGFb+_CD31+_CD38+_cells	3	249	110	83	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC19	CMS3	TGFb+_CD31+_CD38+_cells	2	1	0.5	0.5	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC20	CMS2	TGFb+_CD31+_CD38+_cells	2	2	1	1	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC21	CMS2	TGFb+_CD31+_CD38+_cells	1	3	3	3	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC22	CMS2	TGFb+_CD31+_CD38+_cells	3	30	10	10	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC23	CMS3	TGFb+_CD31+_CD38+_cells	3	1	0	0.333333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC24	CMS4	TGFb+_CD31+_CD38+_cells	3	92	23	30.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC25	CMS4	TGFb+_CD31+_CD38+_cells	3	9	4	3	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC27	CMS2	TGFb+_CD31+_CD38+_cells	3	391	142	130.333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC29	CMS4	TGFb+_CD31+_CD38+_cells	3	7	3	2.33333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC03	CMS4	TGFb+_D2-40+_fibroblasts	3	54	20	18	Fibroblasts	D2-40+_fibroblasts
NIC03	CMS4	TGFb+_D2-40+_fibroblasts	3	54	20	18	Fibroblasts	TGFB+_fibroblasts
NIC04	CMS4	TGFb+_D2-40+_fibroblasts	3	93	35	31	Fibroblasts	D2-40+_fibroblasts
NIC04	CMS4	TGFb+_D2-40+_fibroblasts	3	93	35	31	Fibroblasts	TGFB+_fibroblasts
NIC05	CMS2	TGFb+_D2-40+_fibroblasts	2	25	12.5	12.5	Fibroblasts	D2-40+_fibroblasts
NIC05	CMS2	TGFb+_D2-40+_fibroblasts	2	25	12.5	12.5	Fibroblasts	TGFB+_fibroblasts
NIC06	CMS3	TGFb+_D2-40+_fibroblasts	2	97	48.5	48.5	Fibroblasts	D2-40+_fibroblasts
NIC06	CMS3	TGFb+_D2-40+_fibroblasts	2	97	48.5	48.5	Fibroblasts	TGFB+_fibroblasts
NIC07	CMS2	TGFb+_D2-40+_fibroblasts	3	115	48	38.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC07	CMS2	TGFb+_D2-40+_fibroblasts	3	115	48	38.3333333333333	Fibroblasts	TGFB+_fibroblasts
S52	CMS1	TGFb+_D2-40+_fibroblasts	3	16	4	5.33333333333333	Fibroblasts	D2-40+_fibroblasts
S52	CMS1	TGFb+_D2-40+_fibroblasts	3	16	4	5.33333333333333	Fibroblasts	TGFB+_fibroblasts
NIC12	CMS1	TGFb+_D2-40+_fibroblasts	3	121	25	40.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC12	CMS1	TGFb+_D2-40+_fibroblasts	3	121	25	40.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC13	CMS1	TGFb+_D2-40+_fibroblasts	3	7	2	2.33333333333333	Fibroblasts	D2-40+_fibroblasts
NIC13	CMS1	TGFb+_D2-40+_fibroblasts	3	7	2	2.33333333333333	Fibroblasts	TGFB+_fibroblasts
NIC15	CMS4	TGFb+_D2-40+_fibroblasts	3	149	31	49.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC15	CMS4	TGFb+_D2-40+_fibroblasts	3	149	31	49.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC16	CMS2	TGFb+_D2-40+_fibroblasts	3	34	11	11.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC16	CMS2	TGFb+_D2-40+_fibroblasts	3	34	11	11.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC17	CMS2	TGFb+_D2-40+_fibroblasts	3	55	22	18.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC17	CMS2	TGFb+_D2-40+_fibroblasts	3	55	22	18.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC18	CMS3	TGFb+_D2-40+_fibroblasts	3	218	73	72.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC18	CMS3	TGFb+_D2-40+_fibroblasts	3	218	73	72.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC19	CMS3	TGFb+_D2-40+_fibroblasts	2	19	9.5	9.5	Fibroblasts	D2-40+_fibroblasts
NIC19	CMS3	TGFb+_D2-40+_fibroblasts	2	19	9.5	9.5	Fibroblasts	TGFB+_fibroblasts
NIC20	CMS2	TGFb+_D2-40+_fibroblasts	2	6	3	3	Fibroblasts	D2-40+_fibroblasts
NIC20	CMS2	TGFb+_D2-40+_fibroblasts	2	6	3	3	Fibroblasts	TGFB+_fibroblasts
NIC21	CMS2	TGFb+_D2-40+_fibroblasts	1	41	41	41	Fibroblasts	D2-40+_fibroblasts
NIC21	CMS2	TGFb+_D2-40+_fibroblasts	1	41	41	41	Fibroblasts	TGFB+_fibroblasts
NIC22	CMS2	TGFb+_D2-40+_fibroblasts	3	15	5	5	Fibroblasts	D2-40+_fibroblasts
NIC22	CMS2	TGFb+_D2-40+_fibroblasts	3	15	5	5	Fibroblasts	TGFB+_fibroblasts
NIC23	CMS3	TGFb+_D2-40+_fibroblasts	3	6	2	2	Fibroblasts	D2-40+_fibroblasts
NIC23	CMS3	TGFb+_D2-40+_fibroblasts	3	6	2	2	Fibroblasts	TGFB+_fibroblasts
NIC24	CMS4	TGFb+_D2-40+_fibroblasts	3	84	23	28	Fibroblasts	D2-40+_fibroblasts
NIC24	CMS4	TGFb+_D2-40+_fibroblasts	3	84	23	28	Fibroblasts	TGFB+_fibroblasts
NIC25	CMS4	TGFb+_D2-40+_fibroblasts	3	96	19	32	Fibroblasts	D2-40+_fibroblasts
NIC25	CMS4	TGFb+_D2-40+_fibroblasts	3	96	19	32	Fibroblasts	TGFB+_fibroblasts
NIC27	CMS2	TGFb+_D2-40+_fibroblasts	3	251	72	83.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC27	CMS2	TGFb+_D2-40+_fibroblasts	3	251	72	83.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC29	CMS4	TGFb+_D2-40+_fibroblasts	3	9	4	3	Fibroblasts	D2-40+_fibroblasts
NIC29	CMS4	TGFb+_D2-40+_fibroblasts	3	9	4	3	Fibroblasts	TGFB+_fibroblasts
NIC03	CMS4	TGFb+_fibroblasts	3	102	37	34	Fibroblasts	TGFB+_fibroblasts
NIC04	CMS4	TGFb+_fibroblasts	3	74	31	24.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC05	CMS2	TGFb+_fibroblasts	2	75	37.5	37.5	Fibroblasts	TGFB+_fibroblasts
NIC06	CMS3	TGFb+_fibroblasts	2	89	44.5	44.5	Fibroblasts	TGFB+_fibroblasts
NIC07	CMS2	TGFb+_fibroblasts	3	72	24	24	Fibroblasts	TGFB+_fibroblasts
S52	CMS1	TGFb+_fibroblasts	3	55	16	18.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC12	CMS1	TGFb+_fibroblasts	3	51	11	17	Fibroblasts	TGFB+_fibroblasts
