	Cancer_cells	Stromal_cells	Macro/mono_Lineage	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
SMTN	5589.71318053295	8014.13055745891	82.8846368786599	54.572231314496	18.0619890137377	39.0407518019424	331.441914916009	16.6138369224428	48.4707453676604
C9orf3	5380.21180478679	8629.05886390268	134.392442267265	26.750607901168	21.7154603209258	15.2328210103044	39.8971827015946	28.3748618562777	29.1462764621311
F2R	427.024425908323	10829.2375638321	35.754404864474	11.0150235461821	29.0902224102214	126.174837565721	505.500462912775	251.673626274322	294.267006284896
NREP	1553.32684837312	7581.68454874483	347.621911829923	12.7983473787035	3.22891146792516	6.88242355121212	59.3941858643815	22.0372283753855	9.1326728937797
CYBRD1	636.859992657398	6232.47764539267	1045.59992783297	0.302245266632376	2.61584457627434	12.6966619822224	42.6014727668789	14.0531860166921	18.649112758631
FAM127A	2478.8564721281	9122.05154966025	1411.65783490727	212.355081184305	117.252913565991	65.6176989299123	410.872378805706	113.218477568746	83.8920269373536
LOX	121.692944186694	5819.33793552368	26.0824886745237	1.34213078472147	1.82870958221162	12.3889453997536	38.4702145240311	0.401457372744964	18.7581532577118
GUCY1A3	3.79279564117654	6288.88312149943	136.853820638024	0	0.915060867216219	0	0.318828275061536	7.20011322067014	1.36630644627207
MSRB3	43.7381240648618	5605.88684889296	34.4070659496091	4.12777527941461	0	12.7848767955335	28.6146863719251	7.05488671555005	1.38714636060974
SNAI2	78.6989452706386	5308.9418812035	21.9161635600574	9.12302923173874	3.29245364249176	5.63070402409757	0	0	19.6408572824555
ACVRL1	3052.39263016074	7979.27999840699	443.602688599874	93.9801100250056	7.47927989150344	1.32810419672957	32.0691023747558	6.29672409496643	6.04102913564399
FAM198B	1662.18249838012	6913.68980528456	1783.46805622244	1.62509718759789	0	4.41851180959178	10.9036930019154	6.11783594165321	1.07490575666029
FAM114A1	6237.75243151036	7885.63557354187	244.872825953984	15.8450879015498	2.29016416427762	5.67982809588557	111.923387579348	18.496536157303	0
NDN	233.624879193748	7126.72458576278	161.492836179102	3.54212917402665	14.0148869277314	0	32.8579894877259	1.35680984283967	3.8730444788114
MYO1B	6797.64394381305	6572.66192681346	115.245190203519	50.3452259961305	43.236157730267	18.9001634487412	111.250743773394	0	7.98037470364801
CSRP1	11419.770150947	17498.4072687061	1384.18991363296	176.837679079345	240.282543236107	191.775646307593	1092.90911570785	104.913580385181	212.849139088238
LAPTM4A	52506.8078689117	48492.3622239744	10674.2767602244	1371.12481113546	1258.98967590318	953.829813950114	1601.80282073115	745.619457611262	663.133629061008
CRTAP	5645.96160542395	10693.3494202208	2461.20100573103	225.675949604676	283.612848279429	158.176972455165	309.706148073162	97.3114932522994	63.3445133766158
TNFRSF1A	9850.68255655953	10079.1519249693	3328.31279717937	45.634927806079	123.822621491723	249.369544321242	466.834764319985	216.800466521323	175.925610965993
RDX	6398.36606653227	12175.1383967694	3082.42929176341	226.821229478893	524.432171531565	212.729898570643	1158.63961868294	171.236119714092	160.271833502891
STOM	3718.01328175631	20494.7564051716	3155.60765141194	74.1939268844847	165.773274223214	515.377134485514	1426.75266529487	661.288266544773	605.799291092377
RGS3	2332.19082164832	11220.409893112	106.492159120952	22.1436252395636	64.6883686240637	66.579094970335	196.115825837648	169.369228381015	58.7172580966207
CTTN	19502.384849454	10672.0249691753	183.573993261123	72.347994483047	31.487297401876	24.4530800292131	176.824417743145	29.5380621300844	40.0147231119238
EMP2	22066.6766942774	9678.47509413482	899.325864077738	21.0806684628134	16.9220817951363	19.3082876795409	116.271620962726	14.7796655335173	16.7381598231845
C8orf4	31215.9723825304	16142.5462057593	205.136815708554	49.4022429956964	39.1210807995316	26.3349138141038	204.411548489639	45.2541385844117	27.9441815026799
SPTBN1	35970.5024026622	15440.6884985777	339.869672563375	287.694638703414	154.108684714106	180.070867673503	908.163930063417	254.684409354328	177.272830603876
TPM4	72456.1845974611	56559.2782949937	10763.8692806505	1343.32918631065	1244.7384150975	1236.53647134303	7603.9013528312	887.14061213913	868.743793241171
YBX3	30161.2450520957	24295.2337140621	6166.87056266995	584.646961057916	118.280003886947	71.6178737681523	375.811158194438	126.186812628754	251.565098680971
HYAL2	6212.35999398224	11891.8223698819	514.464300676592	12.329357083048	28.4818849861745	27.8808184344278	156.941378391547	38.5547696455492	27.2218961405614
NBL1	32216.8907473616	28933.5662098077	529.198343886009	39.9221232286798	83.4151629220786	244.288337793253	877.266553478766	276.008018470493	431.740502300338
LRP1	3639.00404420402	8527.44144786942	3012.13804886989	6.31746508434114	6.70172055993346	26.2843016535046	129.735735149272	13.6252327412242	20.1244939213908
VKORC1	20735.1687853729	20855.9357361188	4650.66125219152	204.804663478033	544.500307198154	474.073835390748	1633.86383008718	318.751741193827	339.062115693787
HCFC1R1	8346.4923776144	13242.4185642814	2812.7846253345	235.89983887602	247.218632439845	156.241953933244	937.132461073739	129.068659923857	201.199342882021
CCL2	1251.69074120507	50018.3397983177	22343.6007033449	10.2652062913832	48.5845598032831	60.4109124280248	123.029210856926	14.3381398491184	67.1432736546178
TCEAL8	13865.3287097157	12203.2715984138	2306.79748291005	337.247390904338	594.981266918064	252.081173320313	1183.0069207949	384.99868751151	248.444900921845
SPRY1	5217.82932844377	20072.4705755377	494.777509569371	107.505773912954	122.376532519753	321.938436752283	2064.24054628178	452.975165669461	502.73984739797
LTBP4	7413.59039515174	8373.28017129217	244.656177302935	55.5101832079422	170.123876829915	129.981698339808	293.409363917325	116.379659212305	124.535748866011
CLU	6293.98757934001	18774.5876526848	278.479187221826	24.0404660168678	43.4209798430957	81.085577729867	466.363683015363	47.2516970532225	109.036889389343
PVRL2	17988.2256010854	12010.3515088814	2851.45480216761	20.6103011012996	21.8256494151095	26.5821415128187	83.1292905538442	43.3263747624745	27.0445898812843
LMNA	86726.1370169282	60784.9803478014	10690.6883072243	1901.67479227622	2663.04427135475	1779.45781318919	4075.07319479683	1601.80281201112	971.817129203572
MTUS1	7898.41649099888	6386.9130560257	137.534451197779	3.56737459583025	16.3298142281266	16.9853235527117	74.183465260692	6.32859339971721	18.6928908282917
RHOC	63740.5503625288	39196.4430543161	4286.7560375291	172.241620327047	1473.48566047682	1236.53536302148	3695.6301295082	1155.42240022296	896.806901031504
CD81	23389.4631171595	20595.4660134824	8959.62568957939	474.545413417859	196.430351168172	167.935933251229	931.972419575612	340.248036030814	296.205802994791
EID1	22327.6847088416	42086.6428252621	5422.73177870333	1146.33259235622	2020.65837977387	1572.68419639401	5311.53429028752	1120.63071221002	1553.64878818256
LIMA1	19886.5666230365	9856.18953800715	561.569331521434	85.0352951438303	413.171525028671	414.055081859585	979.606061554897	153.460802443043	218.147085846292
EGR1	49256.4645031288	41224.0172242819	10797.7438714251	800.016377160644	503.042590912469	619.25785441277	1024.17145700054	594.621224647038	262.976148722787
CRIM1	5715.81732601862	6832.81587887938	215.096420807567	10.2488743277374	53.6911995078515	20.0107124374606	303.746074020208	87.36786695493	119.472971586702
PTMS	46189.509656063	35025.4109365976	5059.12705008777	84.7309981080388	523.674844943917	466.287083200422	3589.29023608502	536.966930922496	1065.4639542966
SEPT11	9335.06691358713	12601.498008243	1249.00483066561	69.5205137882753	354.115126488102	333.163338589391	1482.65155301811	242.182020857532	191.39336751768
FLNA	14583.5779077014	28020.0699691993	6459.18300863843	538.903007109982	697.863927197154	642.069458052997	3234.89156888053	1347.94180389976	640.045349727952
PDLIM2	7114.01219104814	15142.4971837914	619.01163428906	266.308437963249	480.972814569237	430.45293266569	1102.85591746975	308.1859791514	381.200568548389
JAG1	7476.28127374229	6788.19034042513	337.804868599145	5.011905982086	66.3375006783739	17.9309927834461	33.4073124088121	70.4552090158834	10.8044770895066
MGST3	77696.8804817787	29991.9002020751	8078.68508135155	724.30828315079	746.514631701496	978.898957767006	2501.43076273403	591.689179668578	700.25630475819
PRCP	4155.33220943451	12351.7516673817	2594.51744977314	314.884884685082	262.395569624966	134.741411497208	276.576617695353	176.225881694955	78.4412425456606
RABAC1	45832.5990100106	37205.7474173788	4842.69897464693	842.698783298367	1427.30636422488	1330.13327942601	3649.83271558316	1566.76333850124	1604.71363674199
MT1E	39463.6146774717	27045.3674762007	1907.77963722995	78.7537053917075	621.029981753098	495.366992382701	2823.5554760919	188.608526835846	455.214031051528
RCAN1	6192.49288540213	7399.76328754447	2622.18385771238	18.8626905754449	32.897410004705	31.9537495057085	294.395374233877	56.8455768788081	42.3286932480328
SERPINE2	12026.7059839956	15714.8985406774	108.434815003075	59.8238178018731	238.468049446452	15.2915516877565	415.638184830842	177.781823156128	15.6799449832403
GEM	5332.38145737395	16171.1114769919	640.979682352339	44.6391646196501	235.070654714895	112.29032602525	850.734235811516	163.163176971897	127.889356047315
TUBA1A	9579.03004442588	37988.5739998934	4262.4600729575	1651.98563163017	1616.42657707063	1557.27512232556	4059.0097722009	1012.10950045851	1233.93351757846
PPIB	99548.1614899311	58278.8251323756	11592.7802116272	1353.49670254611	1918.86237560768	2019.65920018249	8441.62316007721	1669.97806750388	2169.49364885996
NPDC1	28028.6417363905	16934.0277781643	340.710150277738	56.5903261538858	263.255452225788	218.930517119724	717.315459540758	66.8259824448221	80.9555018325542
MYH9	26767.982798296	30806.6143688159	3866.15962769614	660.18749251568	959.808522140946	1089.37210675431	4147.71107187169	819.287895208867	1010.45980929333
RTN4	52523.7637636602	31145.5527965492	12173.2981477275	872.25195761312	1067.73164266165	904.763396400764	3590.15791099137	883.740019578914	907.607267211453
TGFBR2	5615.77561400573	10373.343511481	2070.39391250764	360.276224468071	118.733867086785	336.911181339865	695.441914270247	279.185273071433	289.692974260176
SEPW1	60891.6858204677	30444.9750791251	5230.5062913545	807.924960653869	1524.28176048099	1074.39034844463	3523.00303872471	1011.12246638031	951.010166488176
VAMP5	5044.54168186931	23890.8346685738	7279.80867342067	324.132209302985	820.837904784024	751.500221317246	2359.76702776067	578.865950936944	815.224188642559
OSTC	41050.1815446857	24575.4917599047	5430.47748191094	474.01770805248	989.816978871017	876.772618279513	2721.00557292451	950.529670556546	705.827663111548
RHOB	82781.5904876238	36852.5899663193	13227.502858506	994.054950919478	591.616227079822	586.601106372958	2734.41412529665	1147.65451943617	588.144669875482
PLAU	3829.22902717812	18008.8691305909	4736.03912203943	31.1615148166718	24.4233135823438	15.6953093183749	108.14668996847	43.4939780483524	30.27786483786
TGFBI	41627.9566822315	25857.6901911245	16022.2946699664	44.018591256069	66.5521668721579	231.082182974609	169.527039009698	24.2191681915864	49.1100379165973
MT2A	62682.7644503326	181402.485671392	48207.2397495983	763.635839482668	3952.57670364564	3238.72654398755	19918.0617969068	3966.79841180576	2796.62349812814
SOCS3	7094.64574164105	25722.8732358749	11031.5457177543	529.705629472513	1148.17149140925	1049.21507081423	685.884048731254	271.223915293033	289.066622380498
NEAT1	607992.440710537	224191.903205818	111459.659609845	5376.17753046451	8302.69005792099	6335.95432576445	18561.1278473577	7114.73472681999	4973.02798220704
VMP1	48650.678614233	25083.8823323475	10567.1293236519	996.340090402228	1757.28113925115	1240.25509180491	3279.46650010664	688.234626351246	708.556442106096
FKBP1A	59902.8010832136	73871.7873632431	14298.9772122019	1451.78566945818	2855.97745996583	1841.92263303711	10026.2575070307	1224.99663682775	1898.01549343355
CCDC85B	26485.6090785313	29142.2228677261	3126.09678343138	1077.93413254965	1026.43977873997	1136.22654270061	3656.73878000386	1230.29226121605	1209.09208007353
ZFP36L1	58596.1825608471	44156.2773499204	13857.8233239286	2603.94529425648	2181.95856728909	1860.78314305883	5868.43819671793	1509.75873737366	1288.41194570483
TMEM176B	46602.6900697683	24952.3431425086	16090.3971720747	52.0537444514555	54.5923104520026	73.691856825375	175.169845901818	48.2481607622274	88.8531518761117
MT1X	31605.0709879382	23192.9404458192	8545.36434328994	141.818552373125	1037.4124173952	1303.93914679209	2533.2131438675	1114.35918417209	810.600271428652
SPP1	4885.77096537795	5930.13909951572	165712.163289237	113.186761193548	165.944941933252	103.21210781197	269.771405326506	116.77289460147	143.141725466171
IL1B	3974.37894774489	3524.44872328274	94169.1252079292	68.5401442493412	93.3207930569637	98.9011273857796	84.4715988639488	75.7192798367641	75.1697316261711
CXCL8	79094.64553366	63302.4321537713	275043.596497503	644.129097138374	1064.71994833298	722.99716994463	1738.81250087869	495.098799358493	575.038629866854
S100A9	10913.8666546661	1441.65220276008	108685.476516096	68.6486371341024	146.57190879026	105.088285193313	344.336072890296	55.7283178147907	159.85515165448
CCL3L3	4938.01540180766	4524.44823243347	131933.990189128	227.132660733848	143.388944296142	752.839796321524	2390.82581248875	1013.48583060291	1090.66364273647
LYZ	113615.629940055	4198.117237651	205752.248348375	233.016578041935	226.885639030424	192.585674535017	505.231055383339	169.167444564088	231.860224954396
APOE	6318.34296447498	29410.9992866934	134340.138187424	228.316570704599	154.952596735183	194.171765940293	309.154157479788	221.802564797939	196.937762701452
C1QA	2783.84220766726	1115.69881894704	88515.343176118	89.4330011408649	107.75454394352	114.027797594352	95.9459926392119	87.7142613643896	64.0544176204664
C1QB	3009.70776766705	817.560528207966	84971.8931566704	106.432431441959	114.052778670895	117.448601929853	165.820291416845	31.8408030552617	50.144051990013
APOC1	6192.61689371005	2228.07886645412	91479.1401674562	122.912460624133	120.706586095953	107.447797259274	238.960970501355	138.099440615035	72.1419864281856
G0S2	3549.32805362488	8679.18964507165	59546.5694696568	325.375169657575	155.821955955049	146.198065436159	351.883642616764	61.2765914096961	78.1137464193693
S100A8	1841.82545340103	462.438654482525	58675.7463726362	46.0335713523311	68.8795731890113	38.7692443373767	219.6564459045	33.8088370402191	18.5932683893799
CCL3	10135.0797216045	6646.97101656294	177691.722063785	412.471724703164	454.278850148739	780.069342418405	11956.4185467239	10673.2770457051	4636.39452188866
FTL	1125619.18645719	374443.430433037	1442358.19884697	23461.5511832185	17181.521850908	14618.1222368908	30947.75089015	12371.3298055983	11074.6145851439
FCER1G	2967.73132829392	2348.20246914309	91583.6301099565	129.519554880226	123.958327325698	159.342300141328	908.792569846827	4713.8700596921	82.9147364379073
TYROBP	3771.94951085873	1982.821411907	120926.936803268	343.441513570292	89.6685155237728	172.761007729357	1284.20121626113	8008.40786363121	336.788129295211
CXCL2	68897.3517865957	47587.5817522658	73573.9555976817	330.652819347146	182.562206819408	142.160095325423	267.127617464103	161.536230393548	182.681634970364
AIF1	1284.05577709856	659.737536964661	57125.134225928	73.4110636392139	81.4727490725687	76.6248536772577	310.981872502194	45.8601396444287	154.422976335916
SOD2	39531.2914992685	65032.7743836291	96528.4530237614	919.277508576477	918.524834604919	886.160134826647	1487.5138744488	388.064996270889	378.577640947603
C15orf48	112892.80833146	4706.61706541405	64310.1240068128	350.093060725443	221.190799848365	255.639460529117	613.074884656464	167.345836003933	142.150874210156
C1QC	935.459327148282	375.952581929321	53502.9571495124	41.7219737209281	38.7970739215396	21.7149402882028	68.13398772724	39.3844547331645	15.5668101998318
CTSB	37892.1287426423	30533.4353296133	83130.2003280448	426.420778522955	749.159524151333	694.185292689044	2260.71739808508	239.540054029008	265.375853851135
PLAUR	51353.7924946053	9101.13661266896	42935.3364223077	318.500118585185	190.465009716222	229.566078081037	720.752467159673	138.928398877889	90.5878547991569
BCL2A1	2169.66750443699	1029.93084763826	34104.7026559271	1493.72302487301	231.022748465585	242.832469746198	650.827847872886	328.613234735023	253.726776195626
IL1RN	3896.0067912828	689.699972454265	23272.4787675256	26.8245072721619	67.1268432089597	38.2572732965288	32.8703918007781	25.4625046318272	68.9080272753315
CD14	1231.80479077161	1166.57919696752	32489.9837341632	42.577183519235	62.9107188884337	22.0281772113188	17.2784905707797	22.834145670804	41.5563229548379
CTSD	48346.4593360054	18558.3564262412	94817.4970002696	625.392539050558	994.614735941094	1295.6900055685	5321.68592671249	2485.06569713669	1625.26168391079
PSAP	54910.2152855758	39974.0344876036	89831.9835954623	1329.39157785463	1189.47768309706	875.099085329905	2162.65121946902	983.865521797234	713.915152262656
CTSL	3370.51954575746	10312.1317972578	29589.505107661	43.4564290733686	296.711935761988	547.70352409114	644.111890150247	64.4321612402462	49.6958455890348
GLUL	28694.1343663259	12328.2863032431	40583.069316536	143.949901262058	208.240590466739	494.067994463084	830.406631521128	534.582673313359	485.29040665466
NPC2	57694.9722918797	34999.7890998495	64219.4185203432	1074.84720637247	651.010412822409	478.462870890375	1420.73551930511	499.907978181194	283.581070077023
CD68	10721.215746619	1788.4671610772	26408.6694676413	149.837779672642	131.427409427482	24.9564761677643	187.034929705093	47.0344331190078	50.2021708312637
EREG	21048.9205872114	979.513263933105	22955.555540373	46.8927813524424	62.6583080709793	40.292573618173	46.1472369558866	30.6804864527773	26.3536193353687
FTH1	1690198.10683346	756453.680114041	1098413.02193608	42877.2298046105	43543.4838481102	51466.6117064843	64498.9727724143	28383.2186525889	18942.195197754
HLA-DRA	27700.3530996	18439.4300225383	312649.951961356	54616.2308729411	1586.0816296236	1223.5758810866	16289.9061544005	984.140009886022	3452.75878841858
MS4A6A	824.454716267165	355.28986600402	26407.8298970772	28.3928725814553	12.6571461365642	42.5184284920657	351.976449710083	19.5744967867836	49.6758133222633
RP11-1143G9.4	6457.75426446342	549.233219592731	29871.2345697202	22.4270788639215	45.7893927534517	106.645301584879	60.9337406591821	28.2310509989792	17.4746102211563
FCGR2A	2099.69325586974	793.785525514567	19721.0112124515	102.257868519848	13.7703617361528	22.3640898058204	18.1172738101701	8.17409094548907	9.39378192804359
GPX1	92116.542520604	34576.8990735184	77493.4552614281	2035.22685430457	2959.84084413209	1828.02507434347	4592.493167952	755.492714262827	836.817698174694
SAT1	325205.104741717	100068.319882841	191404.579353539	8785.26815166821	12620.021858696	5008.13958234997	12155.2311761369	3296.09077296491	2481.53575944104
LST1	942.529787798662	641.579623580161	26014.7764190282	294.589821558248	652.449924771079	246.449419536481	801.386359226811	83.9879082597605	159.374890150085
CTSS	36015.2972084892	6429.74323438215	39381.3024445551	2283.18221537901	774.606866756101	526.574050719965	974.768682800077	664.808455867087	566.474356362827
CTSZ	23271.6571692312	8073.56310119798	27486.6826664911	840.943137446561	235.677724018777	224.833319791899	480.226686793122	147.181068255599	122.018596731588
GPNMB	1257.29456155968	7653.09262712711	20746.5846145247	40.0090545444004	14.3696702325794	30.5897118803644	74.2933473704241	18.173170159999	14.657747968705
MMP9	621.198072143858	30804.2677528383	24243.0121244866	32.0457791938423	106.791176462109	21.1426898594014	168.91215463708	40.8854049246785	16.7817514734167
GRN	34774.2361149172	20708.6569677547	32654.9080719725	964.760558732715	352.719292903533	320.895282309786	511.086916847995	251.464564013756	162.363249493795
TYMP	17278.6260404672	15483.0848936829	39749.7345640902	1719.56363770949	2497.7103977347	1141.17684716453	4136.81985407449	530.611010315567	774.153652382159
PTGS2	2023.62084087839	4600.15601376326	13373.5330212454	9.52529631266629	28.9375936699698	29.3870587874482	20.6361815336268	4.72018993915265	12.4829778738758
MS4A7	204.862619274941	262.061627706273	16048.6553206859	180.575021840763	7.41845422005174	3.56738891570009	80.2130216105547	3.13296751630936	7.76503440552919
NAMPT	23929.2904775882	14716.9405618694	31582.6711723615	534.858041897171	1939.76425240479	746.719484597339	3311.18648458573	359.960734133292	761.64029624202
HLA-DRB1	15693.36374027	14955.3754518337	151779.397020094	21494.8287281811	2400.77937335307	934.400549419764	15294.500128104	1367.34673629198	3709.22463525066
SERPINA1	34841.0361626712	425.90725569015	13279.3967538671	153.363687828601	50.074326858333	44.6217748780854	109.468291005403	14.09899913606	26.700005236078
HLA-DRB5	2671.75366668615	3268.0535552503	20837.5424742859	3721.34551526879	472.966453666423	266.194356616839	3514.36107102374	385.700979491537	944.491855512467
ASAH1	17616.4015698276	8283.75182690589	19273.8011436756	447.331969076356	332.845623005247	261.035913337164	399.237430734988	310.318525263879	190.337444356722
FCGR3A	531.391022102854	260.8854242153	13999.0035376662	14.8978433614683	24.9917648879817	13.489879922426	367.60675898965	2321.43737717228	52.0524431983184
MAFB	4703.38596861221	6842.13032144186	14574.173801454	6.9247898163374	10.818204956676	25.4930414655376	20.6274929559848	41.3461334480652	17.069387485733
SPI1	358.556767169585	217.431944958677	13927.511473845	519.521957238437	14.9898222533584	74.8135148676946	28.8224040084908	22.6799392726908	8.71629456490551
OLR1	241.534072935815	122.669310269968	9932.70099483293	1.3098091866418	10.3281410432545	10.5014592285261	6.98481487617358	1.12491538626887	5.35456805840194
CYBB	323.919383150008	52.1128523982102	12750.048666015	501.247413614751	10.0775829659784	20.518525652973	182.88100659493	10.8454575568383	7.64202268773113
FCGRT	43219.1777231955	15415.3865191119	17616.5559408388	392.388085548272	120.372139886053	241.669233137498	321.028816406194	154.948120089493	140.114620398993
PLEK	155.889305951629	172.782727313955	11873.0407410228	573.998187991369	44.5944555038908	70.7197918409468	406.865230393836	533.191381216585	221.460786216397
CEBPB	38585.8701218646	22090.4021783932	18785.3654557825	344.613390214769	432.14323712717	510.121562366668	822.72050004986	660.300724778568	438.825261742379
SGK1	6761.14341788311	9959.81717363052	12609.0906005708	300.272459381939	156.056516378989	289.928850395871	574.89725275849	119.911552133771	124.086006525615
C5AR1	902.225259254211	325.667325314517	7780.21471330776	6.42488311614618	5.22895325260659	10.9209738636715	4.59000565247887	3.48499254304754	6.50178354016435
MS4A4A	181.266445416312	101.227633346462	8778.95735251646	1.42217708625229	2.99082614167278	4.43799341138118	11.9542622981817	4.04890589791113	4.96055104408247
IGSF6	87.2308452366426	113.386347239746	10581.0620152973	3.73059352100876	25.744294616159	10.2459384514943	12.9512058498851	5.31190377385105	13.760849805048
