"","values","samples","models","cols"
"242",-0.187762513283899,"NIC22","MOMF","uncorrected_woProl_gd"
"243",-0.235057341185267,"NIC23","MOMF","uncorrected_woProl_gd"
"244",-0.242349577565485,"NIC24","MOMF","uncorrected_woProl_gd"
"245",-0.0787959595171022,"NIC25","MOMF","uncorrected_woProl_gd"
"246",-0.21294550497826,"NIC27","MOMF","uncorrected_woProl_gd"
"247",-0.142094273433435,"NIC29","MOMF","uncorrected_woProl_gd"
"248",-0.127945091460377,"NIC3","MOMF","uncorrected_woProl_gd"
"249",0.051439372184647,"NIC4","MOMF","uncorrected_woProl_gd"
"250",0.0286153161639683,"NIC5","MOMF","uncorrected_woProl_gd"
"251",0.0137894550280476,"NIC6","MOMF","uncorrected_woProl_gd"
"252",0.00654836334062341,"NIC7","MOMF","uncorrected_woProl_gd"
"253",-0.171076734354732,"S52","MOMF","uncorrected_woProl_gd"
"254",-0.215645737052224,"NIC12nova","MOMF","uncorrected_woProl_gdwoOthers"
"255",-0.192889427291934,"NIC12","MOMF","uncorrected_woProl_gdwoOthers"
"256",-0.11762687221097,"NIC13","MOMF","uncorrected_woProl_gdwoOthers"
"257",0.00512321011868367,"NIC15","MOMF","uncorrected_woProl_gdwoOthers"
"258",-0.150954033363591,"NIC16","MOMF","uncorrected_woProl_gdwoOthers"
"259",-0.144383737578517,"NIC17","MOMF","uncorrected_woProl_gdwoOthers"
"260",-0.153855746557444,"NIC18","MOMF","uncorrected_woProl_gdwoOthers"
"261",-0.0641465472667715,"NIC19","MOMF","uncorrected_woProl_gdwoOthers"
"262",-0.0907180228967891,"NIC20","MOMF","uncorrected_woProl_gdwoOthers"
"263",-0.18848769828807,"NIC21","MOMF","uncorrected_woProl_gdwoOthers"
"264",-0.222572587420356,"NIC22nova","MOMF","uncorrected_woProl_gdwoOthers"
"265",-0.187762513283899,"NIC22","MOMF","uncorrected_woProl_gdwoOthers"
"266",-0.235057341185267,"NIC23","MOMF","uncorrected_woProl_gdwoOthers"
"267",-0.242349577565485,"NIC24","MOMF","uncorrected_woProl_gdwoOthers"
"268",-0.0787959595171028,"NIC25","MOMF","uncorrected_woProl_gdwoOthers"
"269",-0.212945504978259,"NIC27","MOMF","uncorrected_woProl_gdwoOthers"
